E[1] [eV],Im(eps)_nbnd_30,Im(eps)_nbnd_40,Im(eps)_nbnd_50,Im(eps)_nbnd_60,Im(eps)_nbnd_70,Im(eps)_nbnd_80,Im(eps)_nbnd_90,Im(eps)_nbnd_100,Im(eps)_nbnd_110,Im(eps)_nbnd_120,Im(eps)_nbnd_130
7.518797,0.03441800,0.02644400,0.02529100,0.02511200,0.02529200,0.02530900,0.02531100,0.02531100,0.02531200,0.02531200,0.02531200
7.556391,0.03537900,0.02704900,0.02586300,0.02567800,0.02586700,0.02588400,0.02588700,0.02588700,0.02588700,0.02588800,0.02588800
7.593984,0.03639700,0.02768300,0.02646300,0.02627300,0.02647100,0.02648800,0.02649100,0.02649100,0.02649100,0.02649200,0.02649100
7.631578,0.03747900,0.02834900,0.02709300,0.02689600,0.02710400,0.02712200,0.02712500,0.02712500,0.02712600,0.02712600,0.02712600
7.669173,0.03863300,0.02904800,0.02775500,0.02755200,0.02777000,0.02778900,0.02779200,0.02779200,0.02779300,0.02779400,0.02779300
7.706767,0.03986500,0.02978500,0.02845200,0.02824300,0.02847200,0.02849200,0.02849400,0.02849500,0.02849600,0.02849700,0.02849600
7.744360,0.04118500,0.03056000,0.02918700,0.02897100,0.02921200,0.02923300,0.02923600,0.02923700,0.02923700,0.02923800,0.02923800
7.781955,0.04260300,0.03138000,0.02996400,0.02974000,0.02999500,0.03001700,0.03002000,0.03002100,0.03002100,0.03002200,0.03002200
7.819549,0.04413300,0.03224600,0.03078600,0.03055500,0.03082400,0.03084700,0.03085000,0.03085100,0.03085200,0.03085300,0.03085200
7.857142,0.04579000,0.03316300,0.03165800,0.03141900,0.03170400,0.03172800,0.03173100,0.03173200,0.03173300,0.03173500,0.03173400
7.894736,0.04759200,0.03413700,0.03258500,0.03233800,0.03264100,0.03266500,0.03266900,0.03267000,0.03267100,0.03267300,0.03267200
7.932330,0.04956200,0.03517400,0.03357300,0.03331700,0.03364000,0.03366500,0.03366900,0.03367100,0.03367200,0.03367300,0.03367300
7.969924,0.05172900,0.03628000,0.03462900,0.03436400,0.03470800,0.03473500,0.03474000,0.03474100,0.03474300,0.03474400,0.03474300
8.007519,0.05412800,0.03746200,0.03576100,0.03548700,0.03585500,0.03588300,0.03588800,0.03589000,0.03589200,0.03589300,0.03589200
8.045113,0.05680600,0.03873100,0.03697800,0.03669500,0.03709000,0.03712000,0.03712500,0.03712700,0.03712900,0.03713100,0.03713000
8.082706,0.05982300,0.04009600,0.03829200,0.03799900,0.03842500,0.03845700,0.03846300,0.03846500,0.03846700,0.03847000,0.03846800
8.120299,0.06326000,0.04157000,0.03971700,0.03941500,0.03987600,0.03991000,0.03991600,0.03991900,0.03992100,0.03992400,0.03992200
8.157894,0.06723000,0.04316800,0.04127000,0.04095800,0.04146000,0.04149600,0.04150300,0.04150600,0.04150800,0.04151100,0.04151000
8.195488,0.07189000,0.04491000,0.04297100,0.04265100,0.04319900,0.04323800,0.04324600,0.04324900,0.04325200,0.04325600,0.04325400
8.233082,0.07747200,0.04681700,0.04484600,0.04451900,0.04512300,0.04516500,0.04517300,0.04517800,0.04518100,0.04518500,0.04518400
8.270677,0.08432700,0.04891900,0.04692900,0.04659900,0.04726800,0.04731400,0.04732300,0.04732800,0.04733200,0.04733700,0.04733500
8.308270,0.09300600,0.05125100,0.04926400,0.04893400,0.04968300,0.04973300,0.04974300,0.04975000,0.04975500,0.04976000,0.04975800
8.345864,0.10440700,0.05385900,0.05190900,0.05158600,0.05243300,0.05248800,0.05250000,0.05250800,0.05251400,0.05252000,0.05251800
8.383458,0.12001000,0.05680600,0.05494300,0.05463800,0.05560900,0.05567100,0.05568500,0.05569400,0.05570100,0.05570900,0.05570600
8.421052,0.14218600,0.06017300,0.05847700,0.05820900,0.05934000,0.05941000,0.05942700,0.05943800,0.05944700,0.05945700,0.05945300
8.458646,0.17394000,0.06407500,0.06267200,0.06247100,0.06381600,0.06389700,0.06391700,0.06393100,0.06394300,0.06395500,0.06395100
8.496240,0.21509600,0.06867800,0.06777000,0.06768600,0.06932600,0.06942300,0.06944700,0.06946600,0.06948200,0.06949800,0.06949200
8.533834,0.25075000,0.07422300,0.07414500,0.07426300,0.07632800,0.07644700,0.07647900,0.07650400,0.07652600,0.07654700,0.07654000
8.571428,0.25578400,0.08108400,0.08240100,0.08286900,0.08557200,0.08572300,0.08576600,0.08580100,0.08583300,0.08586300,0.08585300
8.609021,0.23813700,0.08985400,0.09353200,0.09460800,0.09829700,0.09850000,0.09856000,0.09861100,0.09865700,0.09870000,0.09868600
8.646616,0.22479300,0.10150500,0.10917500,0.11127600,0.11648600,0.11676800,0.11685400,0.11693000,0.11700000,0.11706400,0.11704300
8.684210,0.22608500,0.11763100,0.13171800,0.13532900,0.14258800,0.14297200,0.14309200,0.14320000,0.14330100,0.14339200,0.14336200
8.721804,0.24294400,0.14060800,0.16285400,0.16760700,0.17610700,0.17652900,0.17666500,0.17678600,0.17690100,0.17700200,0.17696700
8.759398,0.27673400,0.17245300,0.19644700,0.19866600,0.20382200,0.20402100,0.20408900,0.20414200,0.20419900,0.20424000,0.20422000
8.796992,0.33244600,0.20843500,0.21159700,0.20666200,0.20515600,0.20501400,0.20497400,0.20492000,0.20488200,0.20483200,0.20483800
8.834586,0.42046300,0.22875200,0.20034700,0.19138100,0.18805400,0.18785900,0.18779800,0.18772300,0.18765900,0.18759300,0.18760700
8.872180,0.55752100,0.22240900,0.18394700,0.17542300,0.17438700,0.17432600,0.17430200,0.17426000,0.17422000,0.17418300,0.17419300
8.909773,0.75812800,0.20949800,0.17711300,0.16970600,0.17167400,0.17176700,0.17178700,0.17178400,0.17177200,0.17176900,0.17177300
8.947368,0.98633200,0.20684800,0.18193900,0.17485500,0.17979800,0.18003700,0.18009900,0.18013300,0.18014400,0.18017200,0.18017100
8.984962,1.08879600,0.21804900,0.19810000,0.19033900,0.19862700,0.19902500,0.19913300,0.19920300,0.19923700,0.19929800,0.19929200
9.022555,0.97150900,0.24399000,0.22694800,0.21737500,0.23010500,0.23071000,0.23087800,0.23099600,0.23105800,0.23115900,0.23114800
9.060150,0.78272400,0.28793400,0.27275800,0.25982400,0.27917400,0.28008400,0.28034200,0.28052900,0.28062800,0.28078900,0.28077100
9.097744,0.65049800,0.35742200,0.34397300,0.32531700,0.35506600,0.35644900,0.35684700,0.35714000,0.35729700,0.35755000,0.35752200
9.135338,0.59559800,0.46560600,0.45430600,0.42657500,0.47210200,0.47418100,0.47478800,0.47523700,0.47548000,0.47586800,0.47582400
9.172933,0.60832500,0.62788200,0.61751100,0.57845300,0.64196800,0.64474200,0.64555900,0.64616600,0.64649500,0.64702000,0.64696400
9.210526,0.67257900,0.83335700,0.81250200,0.77125500,0.83178500,0.83407000,0.83476000,0.83526200,0.83553800,0.83597300,0.83594300
9.248120,0.75189400,0.97858000,0.92085600,0.90625600,0.91148300,0.91113700,0.91107900,0.91100300,0.91097000,0.91091000,0.91096700
9.285713,0.82270800,0.94134500,0.84181300,0.86020800,0.81075300,0.80856000,0.80795500,0.80746800,0.80721200,0.80679500,0.80690300
9.323307,0.92188100,0.80758600,0.68349200,0.70837000,0.65740800,0.65561700,0.65508400,0.65465900,0.65443300,0.65406700,0.65415400
9.360902,1.04563300,0.71874000,0.56603800,0.58460500,0.55428500,0.55361600,0.55334900,0.55313600,0.55301700,0.55282600,0.55287300
9.398496,1.09822000,0.71975900,0.51486700,0.52754900,0.51777600,0.51824300,0.51823400,0.51822600,0.51821100,0.51818800,0.51819900
9.436090,1.04271200,0.80775900,0.52523000,0.53491200,0.54325900,0.54488500,0.54512000,0.54530900,0.54539100,0.54552400,0.54550400
9.473684,0.95361300,0.93494200,0.59477000,0.60316100,0.62749000,0.63021500,0.63066700,0.63103200,0.63120100,0.63147300,0.63142500
9.511277,0.92134700,0.98129800,0.71379400,0.71799100,0.74774200,0.75060000,0.75106300,0.75144300,0.75162600,0.75190300,0.75185700
9.548872,0.98841000,0.89506800,0.82627800,0.81662800,0.82969200,0.83090500,0.83102400,0.83113500,0.83120000,0.83125600,0.83125500
9.586466,1.13200100,0.78319800,0.85641500,0.83206600,0.82747200,0.82728000,0.82711700,0.82699900,0.82696300,0.82682700,0.82686700
9.624060,1.23107400,0.72935900,0.81960100,0.79260000,0.78315300,0.78246400,0.78222500,0.78203200,0.78195100,0.78174400,0.78179100
9.661654,1.17460700,0.72634200,0.76344500,0.73834700,0.73336400,0.73302900,0.73286300,0.73271100,0.73263300,0.73245400,0.73248400
9.699247,1.06373300,0.72849700,0.73764400,0.71035500,0.72357000,0.72481000,0.72489100,0.72492300,0.72492000,0.72488600,0.72486700
9.736841,1.03191500,0.74015700,0.78011800,0.74804300,0.78529800,0.78845400,0.78881600,0.78905600,0.78913900,0.78926300,0.78919200
9.774436,1.12113700,0.80747600,0.88243700,0.85203100,0.90588400,0.91005800,0.91055700,0.91087500,0.91099300,0.91116800,0.91107100
9.812029,1.31311100,0.93442500,0.99924900,0.98002100,1.02899100,1.03220000,1.03256500,1.03274500,1.03281600,1.03288800,1.03282000
9.849624,1.48731200,1.03326800,1.06925600,1.06333400,1.07064400,1.07009100,1.06998300,1.06979000,1.06972900,1.06955600,1.06958500
9.887218,1.48330800,0.99783200,1.01144700,1.02016100,0.97446200,0.97051300,0.96999400,0.96949800,0.96932400,0.96896200,0.96907100
9.924811,1.35978500,0.89570800,0.86595400,0.88014100,0.82940100,0.82586600,0.82541400,0.82497600,0.82481400,0.82450000,0.82459200
9.962406,1.22227900,0.84581500,0.75016000,0.76286700,0.73722700,0.73577500,0.73559900,0.73535900,0.73525900,0.73508000,0.73511500
9.999999,1.07550200,0.89159600,0.70843600,0.71986700,0.72367900,0.72446200,0.72457900,0.72453800,0.72449800,0.72445000,0.72442500
10.037590,0.96103200,1.04246700,0.74470500,0.75727500,0.79179100,0.79493500,0.79536900,0.79552000,0.79553300,0.79561000,0.79552100
10.075190,0.91761900,1.27155900,0.86510600,0.88078900,0.94891600,0.95457900,0.95535300,0.95569500,0.95575300,0.95594600,0.95578800
10.112780,0.95145100,1.44336600,1.07539700,1.09133600,1.18229700,1.18915000,1.19007700,1.19048500,1.19054600,1.19077600,1.19058400
10.150380,1.06733900,1.39966600,1.32131100,1.32320400,1.38107600,1.38424500,1.38466700,1.38476800,1.38474700,1.38480600,1.38471500
10.187970,1.28586800,1.20389500,1.42186900,1.40243900,1.37089000,1.36747400,1.36702600,1.36667000,1.36657100,1.36638700,1.36648800
10.225560,1.64911800,1.02286300,1.28608800,1.26516200,1.19099400,1.18579200,1.18511300,1.18466700,1.18457900,1.18435300,1.18450800
10.263160,2.20778200,0.93283100,1.08797600,1.08070900,1.02911300,1.02624500,1.02586700,1.02559800,1.02556300,1.02543800,1.02552600
10.300750,2.92978400,0.94081700,0.96990600,0.98036200,0.96891600,0.96923200,0.96926400,0.96922300,0.96924900,0.96925000,0.96924900
10.338350,3.53641900,1.04876400,0.95941400,0.99133000,1.02154000,1.02521000,1.02567500,1.02587100,1.02597200,1.02610900,1.02601700
10.375940,3.74442000,1.27418300,1.05878500,1.11938300,1.19457900,1.20197300,1.20292300,1.20338200,1.20357400,1.20386600,1.20367600
10.413530,3.67273800,1.63322800,1.27912900,1.37326200,1.48868800,1.49911300,1.50044000,1.50108700,1.50135600,1.50176100,1.50149200
10.451130,3.52899100,2.05636000,1.61071600,1.71255200,1.81835700,1.82697800,1.82800800,1.82842500,1.82863100,1.82889800,1.82867500
10.488720,3.30218000,2.31559900,1.93115900,1.96046600,1.97740400,1.97826000,1.97818200,1.97788000,1.97783600,1.97767400,1.97763700
10.526310,2.86824000,2.29237400,2.03926900,1.94406600,1.87414000,1.86853600,1.86752900,1.86662400,1.86631900,1.86579200,1.86589300
10.563910,2.39484400,2.18744200,1.91494000,1.74165700,1.66289700,1.65771700,1.65668000,1.65566900,1.65523500,1.65465800,1.65471500
10.601500,1.98407400,2.19888100,1.75335700,1.57772600,1.54934500,1.54914200,1.54862000,1.54774800,1.54724000,1.54678000,1.54666900
10.639100,1.61132100,2.32160800,1.74187700,1.58039000,1.61531500,1.62102500,1.62105000,1.62023800,1.61958900,1.61920500,1.61889300
10.676690,1.32278000,2.37691100,1.92747600,1.76509200,1.85405300,1.86479100,1.86520400,1.86429800,1.86344500,1.86304700,1.86255100
10.714280,1.14182100,2.28693500,2.23755800,2.08530800,2.19988600,2.21233200,2.21298600,2.21211400,2.21123000,2.21085600,2.21030800
10.751880,1.05131900,2.20219600,2.51810100,2.42993900,2.52225900,2.53130000,2.53201900,2.53154200,2.53098600,2.53078800,2.53039400
10.789470,1.03299000,2.22749400,2.68121700,2.66781500,2.70073600,2.70331300,2.70363800,2.70342600,2.70319800,2.70310300,2.70294500
10.827070,1.08012900,2.18761000,2.64285600,2.68668300,2.60732800,2.59866600,2.59797100,2.59795900,2.59815700,2.59810900,2.59833800
10.864660,1.19918000,1.89662300,2.29970000,2.35778200,2.19423900,2.17801400,2.17678200,2.17711400,2.17774300,2.17782400,2.17835000
10.902250,1.41191900,1.52297000,1.81806200,1.85393100,1.70456800,1.69009100,1.68906800,1.68949100,1.69014200,1.69027300,1.69076500
10.939850,1.76010000,1.24706000,1.41492100,1.43581600,1.33604700,1.32653400,1.32588700,1.32618600,1.32662900,1.32672800,1.32705200
10.977440,2.30463900,1.09284600,1.15247500,1.16849400,1.11095900,1.10564300,1.10529500,1.10546100,1.10570800,1.10576300,1.10594000
11.015040,3.08736200,1.03698200,1.00592700,1.02212800,0.99487000,0.99259900,0.99247000,0.99254000,0.99264400,0.99266900,0.99273700
11.052630,4.02821600,1.06403500,0.94413900,0.96400000,0.95997700,0.96010100,0.96015200,0.96015500,0.96015100,0.96015500,0.96013900
11.090220,4.81352300,1.17575400,0.95024000,0.97762300,0.99490800,0.99730000,0.99753500,0.99748300,0.99738300,0.99737300,0.99727600
11.127820,4.91596800,1.39109500,1.02199200,1.06245000,1.10377300,1.10880200,1.10925900,1.10915800,1.10895100,1.10893100,1.10874000
11.165410,4.37156500,1.73795600,1.17133600,1.23318900,1.30604300,1.31457700,1.31534400,1.31518200,1.31483700,1.31480800,1.31449100
11.203010,3.88149000,2.21496100,1.42563800,1.51852300,1.63354200,1.64670800,1.64787100,1.64762000,1.64708500,1.64703800,1.64655300
11.240600,3.79721000,2.75047200,1.82290600,1.94434000,2.10544400,2.12348000,2.12497700,2.12455500,2.12377400,2.12366400,2.12300500
11.278190,3.92392800,3.29109700,2.37868100,2.49052700,2.68723000,2.70924100,2.71082500,2.71007700,2.70897600,2.70871500,2.70790100
11.315790,3.80730900,3.82440700,3.05045700,3.11664400,3.34105100,3.36682600,3.36840400,3.36723200,3.36576300,3.36529200,3.36434700
11.353380,3.42312000,4.23218100,3.77829700,3.79338100,3.99705800,4.02054700,4.02181200,4.02054100,4.01910400,4.01858900,4.01772800
11.390980,3.16773600,4.30271300,4.35300000,4.30565500,4.38381300,4.39157800,4.39191000,4.39138500,4.39087700,4.39068700,4.39041800
11.428570,3.15588100,4.12549100,4.42563300,4.33658600,4.25087200,4.23906500,4.23824900,4.23861700,4.23919200,4.23939400,4.23980300
11.466160,3.06661000,3.94126400,4.05586200,3.92863200,3.76038400,3.74170000,3.74018300,3.74040200,3.74103300,3.74117300,3.74171300
11.503760,2.62240300,3.54755600,3.58520400,3.43084000,3.28575900,3.27267400,3.27127900,3.27089000,3.27097500,3.27085500,3.27110800
11.541350,2.06563900,2.92109300,3.23629700,3.09447400,2.99857500,2.99028900,2.98919100,2.98857400,2.98841200,2.98818900,2.98826500
11.578950,1.65521400,2.35997400,2.97056500,2.84140700,2.72608000,2.71338300,2.71225500,2.71224600,2.71261200,2.71262700,2.71293900
11.616540,1.43142100,1.98490300,2.58488400,2.47177100,2.33523200,2.32016800,2.31915600,2.31965600,2.32041600,2.32063800,2.32111400
11.654130,1.37049300,1.81557500,2.17861900,2.08928300,1.99584600,1.98640900,1.98581200,1.98607900,1.98655100,1.98668200,1.98696700
11.691730,1.44980400,1.85823700,1.95194100,1.88000900,1.85575900,1.85453900,1.85442300,1.85415100,1.85407900,1.85399700,1.85396300
11.729320,1.59942100,2.07614600,1.95962000,1.89599500,1.93784800,1.94413700,1.94445100,1.94365200,1.94307300,1.94278700,1.94245300
11.766920,1.62377100,2.28053700,2.15278100,2.09923900,2.17155600,2.18005500,2.18053400,2.17969300,2.17905300,2.17875500,2.17835500
11.804510,1.41208200,2.18705900,2.31856500,2.29895800,2.31205200,2.31173600,2.31184200,2.31197100,2.31218500,2.31227500,2.31229800
11.842100,1.13217200,1.87034000,2.19281700,2.21778700,2.14311000,2.13323600,2.13290900,2.13396700,2.13501000,2.13546600,2.13592900
11.879700,0.92022900,1.58293500,1.88307000,1.91363100,1.81871800,1.80775400,1.80730700,1.80829900,1.80931500,1.80972900,1.81021900
11.917290,0.78990700,1.37317200,1.60821500,1.60575000,1.52775400,1.51971100,1.51934500,1.51989000,1.52053400,1.52075100,1.52108400
11.954890,0.72206400,1.23711800,1.41531400,1.38830300,1.34706800,1.34378300,1.34372400,1.34391200,1.34419900,1.34425600,1.34440100
11.992480,0.70230500,1.20314700,1.32685800,1.29828300,1.29506300,1.29587500,1.29611300,1.29608600,1.29612800,1.29608500,1.29608900
12.030070,0.72602400,1.25049700,1.32623700,1.30303900,1.30659100,1.30701400,1.30713100,1.30711500,1.30714500,1.30710100,1.30712100
12.067670,0.79811600,1.26290000,1.29491400,1.27821500,1.24512800,1.24071100,1.24029700,1.24048300,1.24070700,1.24075800,1.24093600
12.105260,0.93335300,1.14678900,1.15061400,1.14161200,1.08774700,1.08170900,1.08111500,1.08136600,1.08164900,1.08174100,1.08196400
12.142860,1.15696300,0.98983900,0.98365700,0.98262500,0.94451000,0.94077000,0.94038500,0.94054100,0.94071500,0.94077600,0.94091800
12.180450,1.50437600,0.88840600,0.87783400,0.88505100,0.87285500,0.87224500,0.87214400,0.87217300,0.87220600,0.87221800,0.87225600
12.218040,1.98709800,0.86037900,0.84734800,0.86441500,0.87862300,0.88122700,0.88140800,0.88130600,0.88119500,0.88115800,0.88109200
12.255640,2.42859900,0.90013000,0.89115800,0.92150900,0.96524900,0.97159400,0.97208900,0.97183800,0.97155800,0.97146200,0.97127900
12.293230,2.43774700,1.01642500,1.01805400,1.06684300,1.14844300,1.15969000,1.16058400,1.16013600,1.15963500,1.15946200,1.15913000
12.330830,2.03130300,1.24017200,1.24987900,1.32376600,1.45367500,1.47092200,1.47229700,1.47160800,1.47084000,1.47057100,1.47006000
